v1	I(V1)
4.643945945945940e+01	9.947525e+00
4.646105945945940e+01	9.945395e+00
4.648265945945940e+01	9.943262e+00
4.650425945945940e+01	9.941125e+00
4.652585945945940e+01	9.938984e+00
4.654745945945940e+01	9.936840e+00
4.656905945945940e+01	9.934692e+00
4.659065945945940e+01	9.932542e+00
4.661225945945939e+01	9.930388e+00
4.663385945945939e+01	9.928231e+00
4.665545945945939e+01	9.926072e+00
4.667705945945939e+01	9.923910e+00
4.669865945945939e+01	9.921745e+00
4.672025945945939e+01	9.919579e+00
4.674185945945939e+01	9.917409e+00
4.676345945945939e+01	9.915237e+00
4.678505945945939e+01	9.913064e+00
4.680665945945939e+01	9.910889e+00
4.682825945945939e+01	9.908710e+00
4.684985945945939e+01	9.906530e+00
4.687145945945939e+01	9.904349e+00
4.689305945945939e+01	9.902165e+00
4.691465945945939e+01	9.899980e+00
4.693625945945939e+01	9.897792e+00
4.695785945945939e+01	9.895602e+00
4.697945945945938e+01	9.893411e+00
4.700105945945938e+01	9.891217e+00
4.702265945945938e+01	9.889021e+00
4.704425945945938e+01	9.886823e+00
4.706585945945938e+01	9.884621e+00
4.708745945945938e+01	9.882415e+00
4.710905945945938e+01	9.880204e+00
4.713065945945938e+01	9.877988e+00
4.715225945945938e+01	9.875764e+00
4.717385945945938e+01	9.873529e+00
4.719545945945938e+01	9.871280e+00
4.721705945945938e+01	9.869011e+00
4.723865945945938e+01	9.866716e+00
4.726025945945938e+01	9.864385e+00
4.728185945945938e+01	9.862004e+00
4.730345945945938e+01	9.859556e+00
4.732505945945937e+01	9.857020e+00
4.734665945945937e+01	9.854366e+00
4.736825945945937e+01	9.851562e+00
4.738985945945937e+01	9.848570e+00
4.741145945945937e+01	9.845349e+00
4.743305945945937e+01	9.841860e+00
4.745465945945937e+01	9.838068e+00
4.747625945945937e+01	9.833946e+00
4.749785945945937e+01	9.829475e+00
4.751945945945937e+01	9.824647e+00
4.754105945945937e+01	9.819459e+00
4.756265945945937e+01	9.813917e+00
4.758425945945937e+01	9.808031e+00
4.760585945945937e+01	9.801811e+00
4.762745945945937e+01	9.795270e+00
4.764905945945937e+01	9.788421e+00
4.767065945945937e+01	9.781274e+00
4.769225945945936e+01	9.773842e+00
4.771385945945936e+01	9.766134e+00
4.773545945945936e+01	9.758161e+00
4.775705945945936e+01	9.749928e+00
4.777865945945936e+01	9.741444e+00
4.780025945945936e+01	9.732714e+00
4.782185945945936e+01	9.723745e+00
4.784345945945936e+01	9.714541e+00
4.786505945945936e+01	9.705107e+00
4.788665945945936e+01	9.695445e+00
4.790825945945936e+01	9.685560e+00
4.792985945945936e+01	9.675453e+00
4.795145945945936e+01	9.665129e+00
4.797305945945936e+01	9.654587e+00
4.799465945945936e+01	9.643830e+00
4.801625945945936e+01	9.632861e+00
4.803785945945936e+01	9.621679e+00
4.805945945945935e+01	9.610286e+00
4.808105945945935e+01	9.598683e+00
4.810265945945935e+01	9.586871e+00
4.812425945945935e+01	9.574850e+00
4.814585945945935e+01	9.562620e+00
4.816745945945935e+01	9.550182e+00
4.818905945945935e+01	9.537537e+00
4.821065945945935e+01	9.524683e+00
4.823225945945935e+01	9.511621e+00
4.825385945945935e+01	9.498353e+00
4.827545945945935e+01	9.484876e+00
4.829705945945935e+01	9.471190e+00
4.831865945945935e+01	9.457296e+00
4.834025945945935e+01	9.443193e+00
4.836185945945935e+01	9.428883e+00
4.838345945945935e+01	9.414361e+00
4.840505945945934e+01	9.399631e+00
4.842665945945934e+01	9.384688e+00
4.844825945945934e+01	9.369536e+00
4.846985945945934e+01	9.354173e+00
4.849145945945934e+01	9.338597e+00
4.851305945945934e+01	9.322809e+00
4.853465945945934e+01	9.306808e+00
4.855625945945934e+01	9.290594e+00
4.857785945945934e+01	9.274165e+00
4.859945945945940e+01	9.257522e+00
