v1	I(V1)
1.133985985985986e+03	1.426737e+01
1.134545985985986e+03	1.426267e+01
1.135105985985986e+03	1.425795e+01
1.135665985985986e+03	1.425321e+01
1.136225985985986e+03	1.424845e+01
1.136785985985986e+03	1.424367e+01
1.137345985985986e+03	1.423885e+01
1.137905985985986e+03	1.423400e+01
1.138465985985986e+03	1.422910e+01
1.139025985985985e+03	1.422416e+01
1.139585985985985e+03	1.421916e+01
1.140145985985985e+03	1.421412e+01
1.140705985985985e+03	1.420903e+01
1.141265985985985e+03	1.420391e+01
1.141825985985985e+03	1.419874e+01
1.142385985985985e+03	1.419353e+01
1.142945985985985e+03	1.418829e+01
1.143505985985985e+03	1.418301e+01
1.144065985985985e+03	1.417769e+01
1.144625985985985e+03	1.417234e+01
1.145185985985985e+03	1.416694e+01
1.145745985985985e+03	1.416151e+01
1.146305985985985e+03	1.415603e+01
1.146865985985985e+03	1.415052e+01
1.147425985985985e+03	1.414496e+01
1.147985985985985e+03	1.413936e+01
1.148545985985985e+03	1.413373e+01
1.149105985985984e+03	1.412805e+01
1.149665985985984e+03	1.412233e+01
1.150225985985984e+03	1.411656e+01
1.150785985985984e+03	1.411075e+01
1.151345985985984e+03	1.410490e+01
1.151905985985984e+03	1.409899e+01
1.152465985985984e+03	1.409303e+01
1.153025985985984e+03	1.408703e+01
1.153585985985984e+03	1.408098e+01
1.154145985985984e+03	1.407488e+01
1.154705985985984e+03	1.406873e+01
1.155265985985984e+03	1.406254e+01
1.155825985985984e+03	1.405630e+01
1.156385985985984e+03	1.405002e+01
1.156945985985984e+03	1.404369e+01
1.157505985985984e+03	1.403731e+01
1.158065985985984e+03	1.403088e+01
1.158625985985984e+03	1.402441e+01
1.159185985985984e+03	1.401789e+01
1.159745985985983e+03	1.401134e+01
1.160305985985983e+03	1.400474e+01
1.160865985985983e+03	1.399809e+01
1.161425985985983e+03	1.399140e+01
1.161985985985983e+03	1.398465e+01
1.162545985985983e+03	1.397784e+01
1.163105985985983e+03	1.397099e+01
1.163665985985983e+03	1.396409e+01
1.164225985985983e+03	1.395713e+01
1.164785985985983e+03	1.395012e+01
1.165345985985983e+03	1.394307e+01
1.165905985985983e+03	1.393595e+01
1.166465985985983e+03	1.392879e+01
1.167025985985983e+03	1.392158e+01
1.167585985985983e+03	1.391431e+01
1.168145985985983e+03	1.390699e+01
1.168705985985983e+03	1.389961e+01
1.169265985985983e+03	1.389218e+01
1.169825985985982e+03	1.388470e+01
1.170385985985982e+03	1.387716e+01
1.170945985985982e+03	1.386956e+01
1.171505985985982e+03	1.386191e+01
1.172065985985982e+03	1.385421e+01
1.172625985985982e+03	1.384645e+01
1.173185985985982e+03	1.383863e+01
1.173745985985982e+03	1.383075e+01
1.174305985985982e+03	1.382282e+01
1.174865985985982e+03	1.381483e+01
1.175425985985982e+03	1.380677e+01
1.175985985985982e+03	1.379866e+01
1.176545985985982e+03	1.379049e+01
1.177105985985982e+03	1.378226e+01
1.177665985985982e+03	1.377397e+01
1.178225985985982e+03	1.376562e+01
1.178785985985982e+03	1.375720e+01
1.179345985985982e+03	1.374872e+01
1.179905985985981e+03	1.374018e+01
1.180465985985981e+03	1.373158e+01
1.181025985985981e+03	1.372291e+01
1.181585985985981e+03	1.371418e+01
1.182145985985981e+03	1.370538e+01
1.182705985985981e+03	1.369652e+01
1.183265985985981e+03	1.368758e+01
1.183825985985981e+03	1.367858e+01
1.184385985985981e+03	1.366950e+01
1.184945985985981e+03	1.366034e+01
1.185505985985981e+03	1.365109e+01
1.186065985985981e+03	1.364176e+01
1.186625985985981e+03	1.363234e+01
1.187185985985981e+03	1.362284e+01
1.187745985985981e+03	1.361326e+01
1.188305985985981e+03	1.360361e+01
1.188865985985981e+03	1.359388e+01
1.189425985985981e+03	1.358407e+01
1.189985985985986e+03	1.357419e+01
