v1	I(V1)
0.000000000000000e+00	8.624446e+00
1.300000000000000e+01	8.530050e+00
2.600000000000000e+01	8.424253e+00
3.900000000000000e+01	8.282001e+00
5.200000000000000e+01	7.964633e+00
6.500000000000000e+01	7.830024e+00
7.800000000000000e+01	7.725804e+00
9.100000000000000e+01	7.492825e+00
1.040000000000000e+02	7.334513e+00
1.170000000000000e+02	7.051054e+00
1.300000000000000e+02	6.918707e+00
1.430000000000000e+02	6.771101e+00
1.560000000000000e+02	6.193930e+00
1.690000000000000e+02	5.967024e+00
1.820000000000000e+02	5.327017e+00
1.950000000000000e+02	4.588357e+00
2.080000000000000e+02	4.395545e+00
2.210000000000000e+02	4.166613e+00
2.340000000000000e+02	3.965445e+00
2.470000000000000e+02	3.814979e+00
2.600000000000000e+02	3.653789e+00
2.730000000000000e+02	3.490428e+00
2.860000000000000e+02	3.348947e+00
2.990000000000000e+02	3.242709e+00
3.120000000000000e+02	3.131786e+00
3.250000000000000e+02	3.019418e+00
3.380000000000000e+02	2.947550e+00
3.510000000000000e+02	2.883700e+00
3.640000000000000e+02	2.820002e+00
3.770000000000000e+02	2.757183e+00
3.900000000000000e+02	2.678012e+00
4.030000000000000e+02	2.596050e+00
4.160000000000000e+02	2.522594e+00
4.290000000000000e+02	2.460424e+00
4.420000000000000e+02	2.401643e+00
4.550000000000000e+02	2.356211e+00
4.680000000000000e+02	2.314880e+00
4.810000000000000e+02	2.273087e+00
4.940000000000000e+02	2.228777e+00
5.070000000000000e+02	2.186370e+00
5.200000000000000e+02	2.135741e+00
5.330000000000000e+02	2.097294e+00
5.460000000000000e+02	2.040052e+00
5.590000000000000e+02	2.003036e+00
5.720000000000000e+02	1.980691e+00
5.850000000000000e+02	1.958794e+00
5.980000000000000e+02	1.936715e+00
6.110000000000000e+02	1.911425e+00
6.240000000000000e+02	1.880658e+00
6.370000000000000e+02	1.851418e+00
6.500000000000000e+02	1.827387e+00
6.630000000000000e+02	1.803059e+00
6.760000000000000e+02	1.777497e+00
6.890000000000000e+02	1.752228e+00
7.020000000000000e+02	1.728877e+00
7.150000000000000e+02	1.703995e+00
7.280000000000000e+02	1.671213e+00
7.410000000000000e+02	1.640290e+00
7.540000000000000e+02	1.605390e+00
7.670000000000000e+02	1.571134e+00
7.800000000000000e+02	1.540979e+00
7.930000000000000e+02	1.511997e+00
8.060000000000000e+02	1.484518e+00
8.190000000000000e+02	1.457528e+00
8.320000000000000e+02	1.431141e+00
8.450000000000000e+02	1.406054e+00
8.580000000000000e+02	1.382058e+00
8.710000000000000e+02	1.360566e+00
8.840000000000000e+02	1.339436e+00
8.970000000000000e+02	1.318004e+00
9.100000000000000e+02	1.299944e+00
9.230000000000000e+02	1.281884e+00
9.360000000000000e+02	1.263649e+00
9.490000000000000e+02	1.244871e+00
9.620000000000000e+02	1.228832e+00
9.750000000000000e+02	1.208447e+00
9.880000000000000e+02	1.181686e+00
1.001000000000000e+03	1.157924e+00
1.014000000000000e+03	1.133773e+00
1.027000000000000e+03	1.103632e+00
1.040000000000000e+03	1.074343e+00
1.053000000000000e+03	1.046994e+00
1.066000000000000e+03	1.020658e+00
1.079000000000000e+03	9.929493e-01
1.092000000000000e+03	9.646152e-01
1.105000000000000e+03	9.378874e-01
1.118000000000000e+03	9.111058e-01
1.131000000000000e+03	8.883584e-01
1.144000000000000e+03	8.662423e-01
1.157000000000000e+03	8.418486e-01
1.170000000000000e+03	8.157967e-01
1.183000000000000e+03	7.891735e-01
1.196000000000000e+03	7.592413e-01
1.209000000000000e+03	7.222407e-01
1.222000000000000e+03	6.864061e-01
1.235000000000000e+03	6.517551e-01
1.248000000000000e+03	6.138739e-01
1.261000000000000e+03	5.827593e-01
1.274000000000000e+03	5.512788e-01
1.287000000000000e+03	5.189949e-01
1.300000000000000e+03	4.845286e-01
1.313000000000000e+03	4.452974e-01
1.326000000000000e+03	3.953066e-01
1.339000000000000e+03	3.162260e-01
1.340000000000000e+03	3.087020e-01
