v1	I(V1)
6.882130130130131e+02	1.753671e+00
6.887490130130130e+02	1.752686e+00
6.892850130130130e+02	1.751710e+00
6.898210130130129e+02	1.750741e+00
6.903570130130129e+02	1.749777e+00
6.908930130130128e+02	1.748816e+00
6.914290130130128e+02	1.747856e+00
6.919650130130127e+02	1.746895e+00
6.925010130130127e+02	1.745935e+00
6.930370130130126e+02	1.744974e+00
6.935730130130125e+02	1.744013e+00
6.941090130130125e+02	1.743051e+00
6.946450130130124e+02	1.742090e+00
6.951810130130124e+02	1.741128e+00
6.957170130130123e+02	1.740166e+00
6.962530130130123e+02	1.739204e+00
6.967890130130122e+02	1.738241e+00
6.973250130130122e+02	1.737279e+00
6.978610130130121e+02	1.736316e+00
6.983970130130120e+02	1.735353e+00
6.989330130130120e+02	1.734390e+00
6.994690130130119e+02	1.733427e+00
7.000050130130119e+02	1.732464e+00
7.005410130130118e+02	1.731500e+00
7.010770130130118e+02	1.730537e+00
7.016130130130117e+02	1.729573e+00
7.021490130130117e+02	1.728609e+00
7.026850130130116e+02	1.727645e+00
7.032210130130115e+02	1.726680e+00
7.037570130130115e+02	1.725715e+00
7.042930130130114e+02	1.724747e+00
7.048290130130114e+02	1.723776e+00
7.053650130130113e+02	1.722797e+00
7.059010130130113e+02	1.721807e+00
7.064370130130112e+02	1.720805e+00
7.069730130130112e+02	1.719792e+00
7.075090130130111e+02	1.718771e+00
7.080450130130110e+02	1.717743e+00
7.085810130130110e+02	1.716710e+00
7.091170130130109e+02	1.715673e+00
7.096530130130109e+02	1.714632e+00
7.101890130130108e+02	1.713587e+00
7.107250130130108e+02	1.712538e+00
7.112610130130107e+02	1.711484e+00
7.117970130130107e+02	1.710426e+00
7.123330130130106e+02	1.709362e+00
7.128690130130105e+02	1.708292e+00
7.134050130130105e+02	1.707218e+00
7.139410130130104e+02	1.706138e+00
7.144770130130104e+02	1.705055e+00
7.150130130130103e+02	1.703968e+00
7.155490130130103e+02	1.702878e+00
7.160850130130102e+02	1.701785e+00
7.166210130130102e+02	1.700690e+00
7.171570130130101e+02	1.699592e+00
7.176930130130100e+02	1.698492e+00
7.182290130130100e+02	1.697391e+00
7.187650130130099e+02	1.696287e+00
7.193010130130099e+02	1.695177e+00
7.198370130130098e+02	1.694029e+00
7.203730130130098e+02	1.692762e+00
7.209090130130097e+02	1.691392e+00
7.214450130130097e+02	1.689965e+00
7.219810130130096e+02	1.688504e+00
7.225170130130095e+02	1.687017e+00
7.230530130130095e+02	1.685511e+00
7.235890130130094e+02	1.683989e+00
7.241250130130094e+02	1.682457e+00
7.246610130130093e+02	1.680915e+00
7.251970130130093e+02	1.679367e+00
7.257330130130092e+02	1.677814e+00
7.262690130130092e+02	1.676257e+00
7.268050130130091e+02	1.674697e+00
7.273410130130090e+02	1.673135e+00
7.278770130130090e+02	1.671572e+00
7.284130130130089e+02	1.670009e+00
7.289490130130089e+02	1.668449e+00
7.294850130130088e+02	1.666895e+00
7.300210130130088e+02	1.665354e+00
7.305570130130087e+02	1.663856e+00
7.310930130130087e+02	1.662521e+00
7.316290130130086e+02	1.661310e+00
7.321650130130085e+02	1.660104e+00
7.327010130130085e+02	1.658897e+00
7.332370130130084e+02	1.657690e+00
7.337730130130084e+02	1.656483e+00
7.343090130130083e+02	1.655275e+00
7.348450130130083e+02	1.654068e+00
7.353810130130082e+02	1.652860e+00
7.359170130130082e+02	1.651653e+00
7.364530130130081e+02	1.650446e+00
7.369890130130080e+02	1.649240e+00
7.375250130130080e+02	1.648035e+00
7.380610130130079e+02	1.646831e+00
7.385970130130079e+02	1.645630e+00
7.391330130130078e+02	1.644432e+00
7.396690130130078e+02	1.643237e+00
7.402050130130077e+02	1.642047e+00
7.407410130130077e+02	1.640861e+00
7.412770130130076e+02	1.639679e+00
7.418130130130130e+02	1.638497e+00
